WORD,MPQA,OPENER,OL,VADER,DALX
invidiously,-1.0,-1.0,-1.0,-1.0,
invidiousness,-1.0,-1.0,-1.0,-1.0,
invigorate,1.0,1.0,1.0,1.0,1.0
invigorated,1.0,1.0,1.0,1.0,1.0
invigorates,1.0,1.0,1.0,1.0,1.0
invigorating,1.0,1.0,1.0,1.0,1.0
invigoratingly,0.5,0.5,0.5,0.5,
invigoration,0.375,0.375,0.375,0.375,
invigorations,0.3,0.3,0.3,0.3,
invigorator,0.275,0.275,0.275,0.275,
invigorators,0.3,0.3,0.3,0.3,
invincibility,1.0,1.0,1.0,1.0,
invincible,-1.0,-1.0,-1.0,-1.0,-1.0
inviolable,1.0,1.0,1.0,1.0,
inviolate,1.0,1.0,1.0,1.0,
invisible,-1.0,-1.0,-1.0,-1.0,-1.0
invite,1.0,1.0,1.0,1.0,1.0
inviting,1.0,1.0,1.0,1.0,1.0
involuntarily,-1.0,-1.0,-1.0,-1.0,-1.0
involuntary,-1.0,-1.0,-1.0,-1.0,-1.0
invulnerable,1.0,1.0,1.0,0.325,
iou,-1.0,-1.0,-1.0,-1.0,-1.0
irascible,-1.0,-1.0,-1.0,-1.0,-1.0
irate,-1.0,-1.0,-1.0,-1.0,-1.0
irately,-1.0,-1.0,-1.0,-1.0,-1.0
ire,-1.0,-1.0,-1.0,-1.0,-1.0
irk,-1.0,-1.0,-1.0,-1.0,-1.0
irked,-1.0,-1.0,-1.0,-1.0,-1.0
irking,-1.0,-1.0,-1.0,-1.0,-1.0
irks,-1.0,-1.0,-1.0,-1.0,-1.0
irksome,-1.0,-1.0,-1.0,-1.0,-1.0
irksomely,-1.0,-1.0,-1.0,-1.0,
irksomeness,-1.0,-1.0,-1.0,-1.0,
irksomenesses,-1.0,-1.0,-1.0,-1.0,
ironic,-1.0,-1.0,-1.0,-1.0,-1.0
ironical,-1.0,-1.0,-1.0,-1.0,
ironically,-1.0,-1.0,-1.0,-1.0,-1.0
ironies,-1.0,-1.0,-1.0,-1.0,
irony,-1.0,-1.0,-1.0,-1.0,-1.0
irragularity,-1.0,-1.0,-1.0,-1.0,
irrational,-1.0,-1.0,-1.0,-1.0,-1.0
irrationalism,-0.375,-0.375,-0.375,-0.375,
irrationalist,-0.525,-0.525,-0.525,-0.525,
irrationalists,-0.375,-0.375,-0.375,-0.375,
irrationalities,-0.6875,-0.6875,-1.0,-0.375,
irrationality,-1.0,-1.0,-1.0,-0.425,
irrationally,-1.0,-1.0,-1.0,-1.0,-1.0
irrationals,-0.6375,-0.6375,-1.0,-0.275,
irreconcilable,-1.0,-1.0,-1.0,-1.0,
irrecoverable,-1.0,-1.0,-1.0,-1.0,
irrecoverableness,-1.0,-1.0,-1.0,-1.0,
irrecoverablenesses,-1.0,-1.0,-1.0,-1.0,
irrecoverably,-1.0,-1.0,-1.0,-1.0,
irredeemable,-1.0,-1.0,-1.0,-1.0,
irredeemably,-1.0,-1.0,-1.0,-1.0,-1.0
irreformable,-1.0,-1.0,-1.0,-1.0,
irrefutable,-1.0,-1.0,-1.0,-1.0,-1.0
irrefutably,1.0,1.0,1.0,1.0,
irregardless,-1.0,-1.0,-1.0,-1.0,-1.0
irregular,-1.0,-1.0,-1.0,-1.0,-1.0
irregularity,-1.0,-1.0,-1.0,-1.0,-1.0
irrelevance,-1.0,-1.0,-1.0,-1.0,
irrelevant,-1.0,-1.0,-1.0,-1.0,-1.0
irreparable,-1.0,-1.0,-1.0,-1.0,-1.0
irreplaceable,1.0,1.0,1.0,1.0,
irreplacible,-1.0,-1.0,-1.0,-1.0,
irrepressible,-1.0,-1.0,-1.0,-1.0,
irreproachable,1.0,1.0,1.0,1.0,1.0
irresistible,1.0,1.0,1.0,1.0,1.0
irresistibly,1.0,1.0,1.0,1.0,1.0
irresolute,-1.0,-1.0,-1.0,-0.35,
irresolvable,-1.0,-1.0,-1.0,-1.0,
irresponsible,-1.0,-1.0,-1.0,-1.0,-1.0
irresponsibly,-1.0,-1.0,-1.0,-1.0,-1.0
irretating,-1.0,-1.0,-1.0,-1.0,
irretrievable,-1.0,-1.0,-1.0,-1.0,
irreverence,-1.0,-1.0,-1.0,-1.0,
irreverent,-1.0,-1.0,-1.0,-1.0,-1.0
irreverently,-1.0,-1.0,-1.0,-1.0,
irreversible,-1.0,-1.0,-1.0,-1.0,-1.0
irritabilities,-0.425,-0.425,-0.425,-0.425,
irritability,-1.0,-1.0,-1.0,-1.0,-1.0
irritable,-1.0,-1.0,-1.0,-1.0,-1.0
irritableness,-0.425,-0.425,-0.425,-0.425,
irritably,-1.0,-1.0,-1.0,-1.0,-1.0
irritant,-1.0,-1.0,-1.0,-1.0,-1.0
irritants,-1.0,-1.0,-1.0,-1.0,-1.0
irritate,-1.0,-1.0,-1.0,-1.0,-1.0
irritated,-1.0,-1.0,-1.0,-1.0,-1.0
irritates,-1.0,-1.0,-1.0,-1.0,-1.0
irritating,-1.0,-1.0,-1.0,-1.0,-1.0
irritatingly,-1.0,-1.0,-1.0,-1.0,-1.0
irritation,-1.0,-1.0,-1.0,-1.0,-1.0
irritations,-1.0,-1.0,-1.0,-1.0,-1.0
irritative,-0.5,-0.5,-0.5,-0.5,
isolatable,0.05,0.05,0.05,0.05,
isolate,-1.0,-1.0,-1.0,-0.2,
isolated,-1.0,-1.0,-1.0,-1.0,-1.0
isolates,-0.325,-0.325,-0.325,-0.325,
isolation,-1.0,-1.0,-1.0,-1.0,-1.0
isolationism,0.1,0.1,0.1,0.1,
isolationist,0.175,0.175,0.175,0.175,
isolations,1.0,1.0,1.0,1.0,1.0
isolator,-0.1,-0.1,-0.1,-0.1,
isolators,-0.1,-0.1,-0.1,-0.1,
issue,-1.0,-1.0,-1.0,-1.0,-1.0
issue-free,1.0,1.0,1.0,1.0,
issues,-1.0,-1.0,-1.0,-1.0,-1.0
itch,-1.0,-1.0,-1.0,-1.0,
itching,-1.0,-1.0,-1.0,-1.0,-1.0
itchy,-1.0,-1.0,-1.0,-1.0,-1.0
iyq,0.575,0.575,0.575,0.575,
j/j,0.5,0.5,0.5,0.5,
j/k,0.4,0.4,0.4,0.4,
j/p,0.35,0.35,0.35,0.35,
j/t,-0.05,-0.05,-0.05,-0.05,
j/w,0.25,0.25,0.25,0.25,
j4f,0.35,0.35,0.35,0.35,
j4g,0.425,0.425,0.425,0.425,
jabber,-1.0,-1.0,-1.0,-1.0,-1.0
jackass,-1.0,-1.0,-1.0,-1.0,-1.0
jackasses,-1.0,-1.0,-1.0,-1.0,-1.0
jaded,-1.0,-1.0,-1.0,-1.0,-1.0
jagged,-1.0,-1.0,-1.0,-1.0,-1.0
jailed,-1.0,-1.0,-1.0,-1.0,-1.0
jam,1.0,1.0,1.0,1.0,1.0
jar,-1.0,-1.0,-1.0,-1.0,
jarring,-1.0,-1.0,-1.0,-1.0,-1.0
jaundiced,-1.0,-1.0,-1.0,-1.0,-1.0
jauntily,1.0,1.0,1.0,1.0,
jaunty,1.0,1.0,0.7666666666666666,0.3,
jaw-droping,1.0,1.0,1.0,1.0,
jaw-dropping,1.0,1.0,1.0,1.0,1.0
jealous,-1.0,-1.0,-1.0,-0.5,
jealousies,-0.5,-0.5,-0.5,-0.5,
jealously,-1.0,-1.0,-1.0,-1.0,-1.0
jealousness,-1.0,-1.0,-1.0,-0.425,
jealousy,-1.0,-1.0,-1.0,-1.0,-1.0
jealz,-0.3,-0.3,-0.3,-0.3,
jeer,-1.0,-1.0,-1.0,-1.0,
jeering,-1.0,-1.0,-1.0,-1.0,
jeeringly,-1.0,-1.0,-1.0,-1.0,
jeers,-1.0,-1.0,-1.0,-1.0,
jeopardize,-1.0,-1.0,-1.0,-1.0,-1.0
jeopardy,-1.0,-1.0,-1.0,-1.0,-1.0
jerk,-1.0,-1.0,-1.0,-1.0,-1.0
jerked,-1.0,-1.0,-1.0,-1.0,-1.0
jerks,-1.0,-1.0,-1.0,-1.0,-1.0
jerky,-1.0,-1.0,-1.0,-1.0,
jest,-1.0,-1.0,-1.0,-1.0,-1.0
jewel,1.0,1.0,1.0,1.0,1.0
jewels,1.0,1.0,1.0,1.0,1.0
jho,0.2,0.2,0.2,0.2,
jhomf,0.25,0.25,0.25,0.25,
jitter,-1.0,-1.0,-1.0,-1.0,
jitters,1.0,1.0,1.0,1.0,1.0
jittery,-1.0,-1.0,-1.0,-1.0,-1.0
jj,1.0,1.0,1.0,1.0,1.0
jk,-1.0,-1.0,-1.0,-1.0,-1.0
job-killing,-1.0,-1.0,-1.0,-1.0,
jobless,-1.0,-1.0,-1.0,-1.0,-1.0
jocular,1.0,1.0,1.0,1.0,1.0
join,1.0,1.0,1.0,1.0,1.0
joke,-1.0,-1.0,-1.0,-1.0,-1.0
joked,0.325,0.325,0.325,0.325,
joker,-1.0,-1.0,-1.0,-1.0,-1.0
jokes,-1.0,-1.0,-1.0,-1.0,-1.0
jokester,0.375,0.375,0.375,0.375,
jokesters,1.0,1.0,1.0,1.0,1.0
jokey,0.275,0.275,0.275,0.275,
joking,0.225,0.225,0.225,0.225,
jollied,0.6,0.6,0.6,0.6,
jollier,0.6,0.6,0.6,0.6,
jollies,-1.0,-1.0,-1.0,-1.0,-1.0
jolliest,0.725,0.725,0.725,0.725,
jollification,0.55,0.55,0.55,0.55,
jollifications,0.5,0.5,0.5,0.5,
jollify,1.0,1.0,1.0,0.525,
jollily,0.675,0.675,0.675,0.675,
jolliness,0.625,0.625,0.625,0.625,
jollities,0.425,0.425,0.425,0.425,
jollity,0.45,0.45,0.45,0.45,
jolly,1.0,1.0,1.0,1.0,1.0
jollying,0.575,0.575,0.575,0.575,
jolt,-1.0,-1.0,-1.0,-1.0,
jovial,1.0,1.0,1.0,1.0,1.0
joy,1.0,1.0,1.0,1.0,1.0
joyance,0.575,0.575,0.575,0.575,
joyed,1.0,1.0,1.0,1.0,1.0
joyful,1.0,1.0,1.0,1.0,1.0
joyfuller,0.6,0.6,0.6,0.6,
joyfully,1.0,1.0,1.0,1.0,1.0
joyfulness,0.675,0.675,0.675,0.675,
joying,0.625,0.625,0.625,0.625,
joyless,-1.0,-1.0,-1.0,-1.0,-1.0
joylessly,-0.425,-0.425,-0.425,-0.425,
joylessness,-0.675,-0.675,-0.675,-0.675,
joyous,1.0,1.0,1.0,1.0,1.0
joyously,1.0,1.0,1.0,1.0,1.0
joyousness,0.7,0.7,0.7,0.7,
joypop,-0.05,-0.05,-0.05,-0.05,
joypoppers,-0.025,-0.025,-0.025,-0.025,
joyridden,0.15,0.15,0.15,0.15,
joyride,0.275,0.275,0.275,0.275,
joyrider,0.175,0.175,0.175,0.175,
joyriders,0.325,0.325,0.325,0.325,
joyrides,0.2,0.2,0.2,0.2,
joyriding,0.225,0.225,0.225,0.225,
joyrode,0.25,0.25,0.25,0.25,
joys,1.0,1.0,1.0,1.0,1.0
joystick,-1.0,-1.0,-1.0,-1.0,-1.0
joysticks,-1.0,-1.0,-1.0,-1.0,-1.0
jp,0.2,0.2,0.2,0.2,
jt,0.225,0.225,0.225,0.225,
jubilant,1.0,1.0,1.0,0.75,
jubilantly,1.0,1.0,1.0,1.0,
jubilate,1.0,1.0,1.0,1.0,
jubilation,1.0,1.0,1.0,1.0,
jubiliant,1.0,1.0,1.0,1.0,
judder,-1.0,-1.0,-1.0,-1.0,
juddering,-1.0,-1.0,-1.0,-1.0,
judders,-1.0,-1.0,-1.0,-1.0,
judgement,-1.0,-1.0,-1.0,-1.0,-1.0
judgements,-1.0,-1.0,-1.0,-1.0,-1.0
judgment,-1.0,-1.0,-1.0,-1.0,-1.0
judgments,-1.0,-1.0,-1.0,-1.0,-1.0
judicious,1.0,1.0,1.0,1.0,1.0
jumpy,-1.0,-1.0,-1.0,-1.0,-1.0
junk,-1.0,-1.0,-1.0,-1.0,-1.0
junky,-1.0,-1.0,-1.0,-1.0,-1.0
junkyard,-1.0,-1.0,-1.0,-1.0,-1.0
just,1.0,1.0,1.0,1.0,
justice,1.0,1.0,0.8666666666666667,0.6,
justifiable,-1.0,-1.0,-1.0,-1.0,-1.0
justifiably,-1.0,-1.0,-1.0,-1.0,-1.0
justification,-1.0,-1.0,-1.0,-1.0,-1.0
justified,-1.0,-1.0,-1.0,-1.0,-1.0
justify,-1.0,-1.0,-1.0,-1.0,-1.0
justly,1.0,1.0,1.0,1.0,
jutter,-1.0,-1.0,-1.0,-1.0,
jutters,-1.0,-1.0,-1.0,-1.0,
juvenile,-1.0,-1.0,-1.0,-1.0,-1.0
jw,0.4,0.4,0.4,0.4,
k4y,0.575,0.575,0.575,0.575,
kaput,-1.0,-1.0,-1.0,-1.0,-1.0
keen,1.0,1.0,1.0,1.0,1.0
keened,0.075,0.075,0.075,0.075,
keener,0.125,0.125,0.125,0.125,
keeners,0.15,0.15,0.15,0.15,
keenest,0.475,0.475,0.475,0.475,
keening,-0.175,-0.175,-0.175,-0.175,
keenly,1.0,1.0,1.0,1.0,1.0
keenness,1.0,1.0,1.0,0.35,
keens,0.025,0.025,0.025,0.025,
kemp,1.0,1.0,1.0,1.0,
kewl,0.325,0.325,0.325,0.325,
key,1.0,1.0,1.0,1.0,1.0
kfy,0.575,0.575,0.575,0.575,
kia,-1.0,-1.0,-1.0,-1.0,-1.0
kick,1.0,1.0,1.0,1.0,1.0
kid,1.0,1.0,1.0,1.0,
kid-friendly,1.0,1.0,1.0,1.0,1.0
kidding,-1.0,-1.0,-1.0,-1.0,-1.0
kill,-1.0,-1.0,-1.0,-0.925,
killdeer,-0.275,-0.275,-0.275,-0.275,
killdeers,-0.025,-0.025,-0.025,-0.025,
killdees,-0.15,-0.15,-0.15,-0.15,
killed,-1.0,-1.0,-1.0,-1.0,-1.0
killer,1.0,1.0,1.0,1.0,1.0
killers,-1.0,-1.0,-1.0,-1.0,-1.0
killick,0.025,0.025,0.025,0.025,
killie,-0.025,-0.025,-0.025,-0.025,
killifish,-0.025,-0.025,-0.025,-0.025,
killifishes,-0.025,-0.025,-0.025,-0.025,
killing,1.0,1.0,1.0,1.0,1.0
killingly,-0.65,-0.65,-0.65,-0.65,
killings,-1.0,-1.0,-1.0,-1.0,-1.0
killjoy,-1.0,-1.0,-1.0,-1.0,-1.0
killjoys,-0.425,-0.425,-0.425,-0.425,
killock,-0.075,-0.075,-0.075,-0.075,
killocks,-0.1,-0.1,-0.1,-0.1,
kills,-1.0,-1.0,-1.0,-1.0,-1.0
kind,1.0,1.0,0.8666666666666667,0.6,
kinder,1.0,1.0,1.0,1.0,1.0
kindliness,1.0,1.0,1.0,1.0,
kindly,1.0,1.0,1.0,0.55,
kindness,1.0,1.0,1.0,1.0,1.0
kindnesses,1.0,1.0,1.0,1.0,1.0
kingmaker,1.0,1.0,1.0,1.0,
kiss,1.0,1.0,0.8166666666666668,0.45,
kissable,0.5,0.5,0.5,0.5,
kissably,0.475,0.475,0.475,0.475,
kissed,0.4,0.4,0.4,0.4,
kisser,0.425,0.425,0.425,0.425,
kissers,0.375,0.375,0.375,0.375,
kisses,1.0,1.0,1.0,1.0,1.0
kissing,-1.0,-1.0,-1.0,-1.0,-1.0
kissy,0.45,0.45,0.45,0.45,
kk,0.375,0.375,0.375,0.375,
kmuf,0.55,0.55,0.55,0.55,
knave,-1.0,-1.0,-1.0,-1.0,
knew,1.0,1.0,1.0,1.0,1.0
knife,-1.0,-1.0,-1.0,-1.0,-1.0
knock,-1.0,-1.0,-1.0,-1.0,
knotted,-1.0,-1.0,-1.0,-1.0,-1.0
know,0.0,0.0,0.0,0.0,
knowing,0.0,0.0,0.0,0.0,
knowingly,-1.0,-1.0,-1.0,-1.0,-1.0
knowledge,1.0,1.0,1.0,1.0,1.0
knowledgeable,1.0,1.0,1.0,1.0,1.0
kook,-1.0,-1.0,-1.0,-1.0,
kooky,1.0,1.0,1.0,1.0,1.0
kudos,1.0,1.0,1.0,1.0,1.0
l,0.5,0.5,0.5,0.5,
l&r,0.55,0.55,0.55,0.55,
lack,-1.0,-1.0,-1.0,-1.0,-1.0
lackadaisical,-1.0,-1.0,-1.0,-1.0,-1.0
lacked,-1.0,-1.0,-1.0,-1.0,-1.0
lackey,-1.0,-1.0,-1.0,-1.0,-1.0
lackeys,-1.0,-1.0,-1.0,-1.0,-1.0
lacking,-1.0,-1.0,-1.0,-1.0,-1.0
lackluster,-1.0,-1.0,-1.0,-1.0,-1.0
lacks,-1.0,-1.0,-1.0,-1.0,-1.0
laconic,-1.0,-1.0,-1.0,-1.0,
lag,-1.0,-1.0,-1.0,-1.0,-1.0
lagged,-1.0,-1.0,-1.0,-1.0,-1.0
lagging,-1.0,-1.0,-1.0,-1.0,-1.0
laggy,-1.0,-1.0,-1.0,-1.0,-1.0
lags,-1.0,-1.0,-1.0,-1.0,-1.0
laid-off,-1.0,-1.0,-1.0,-1.0,
laidback,1.0,1.0,1.0,1.0,1.0
lambast,-1.0,-1.0,-1.0,-1.0,-1.0
lambaste,-1.0,-1.0,-1.0,-1.0,
lame,-1.0,-1.0,-1.0,-1.0,-1.0
lame-duck,-1.0,-1.0,-1.0,-1.0,
lamebrain,-0.4,-0.4,-0.4,-0.4,
lamebrained,-0.625,-0.625,-0.625,-0.625,
lamebrains,-0.3,-0.3,-0.3,-0.3,
lamedh,0.025,0.025,0.025,0.025,
lamella,-0.025,-0.025,-0.025,-0.025,
lamellae,-0.025,-0.025,-0.025,-0.025,
lamellas,0.025,0.025,0.025,0.025,
lamellibranch,0.05,0.05,0.05,0.05,
lamellibranchs,-0.025,-0.025,-0.025,-0.025,
lamely,-1.0,-1.0,-1.0,-1.0,-1.0
lameness,-1.0,-1.0,-1.0,-1.0,-1.0
lament,-1.0,-1.0,-1.0,-1.0,-1.0
lamentable,-1.0,-1.0,-1.0,-1.0,-1.0
lamentableness,-0.325,-0.325,-0.325,-0.325,
lamentably,-1.0,-1.0,-1.0,-0.375,
lamentation,-0.35,-0.35,-0.35,-0.35,
lamentations,-0.475,-0.475,-0.475,-0.475,
lamented,-0.35,-0.35,-0.35,-0.35,
lamenter,-0.3,-0.3,-0.3,-0.3,
lamenters,-0.125,-0.125,-0.125,-0.125,
lamenting,-1.0,-1.0,-1.0,-1.0,-1.0
laments,-0.375,-0.375,-0.375,-0.375,
lamer,-1.0,-1.0,-1.0,-1.0,-1.0
lames,-1.0,-1.0,-1.0,-1.0,-1.0
lamest,-1.0,-1.0,-1.0,-1.0,-1.0
landmark,1.0,1.0,1.0,1.0,1.0
languid,-1.0,-1.0,-1.0,-1.0,
languish,-1.0,-1.0,-1.0,-1.0,-1.0
languor,-1.0,-1.0,-1.0,-1.0,
languorous,-1.0,-1.0,-1.0,-1.0,
languorously,-1.0,-1.0,-1.0,-1.0,
lanky,-1.0,-1.0,-1.0,-1.0,-1.0
laoj,0.325,0.325,0.325,0.325,
lapse,-1.0,-1.0,-1.0,-1.0,-1.0
lapsed,-1.0,-1.0,-1.0,-1.0,
lapses,-1.0,-1.0,-1.0,-1.0,-1.0
large,0.5,0.5,0.5,0.5,
large-capacity,1.0,1.0,1.0,1.0,
large-scale,0.0,0.0,0.0,0.0,
largely,-1.0,-1.0,-1.0,-1.0,-1.0
lark,1.0,1.0,1.0,1.0,
lascivious,-1.0,-1.0,-1.0,-1.0,-1.0
last-ditch,-1.0,-1.0,-1.0,-1.0,
lastly,0.0,0.0,0.0,0.0,
latency,-1.0,-1.0,-1.0,-1.0,-1.0
laud,1.0,1.0,1.0,1.0,
laudable,1.0,1.0,1.0,1.0,1.0
laudably,1.0,1.0,1.0,1.0,
laugh,-1.0,-1.0,-0.45,0.65,
laughable,-1.0,-1.0,-1.0,-1.0,-1.0
laughableness,0.3,0.3,0.3,0.3,
laughably,-1.0,-1.0,-1.0,-1.0,-1.0
laughed,-1.0,-1.0,-1.0,-1.0,-1.0
laugher,0.425,0.425,0.425,0.425,
laughers,0.425,0.425,0.425,0.425,
laughing,0.55,0.55,0.55,0.55,
laughingly,-1.0,-1.0,-1.0,-1.0,-1.0
laughings,0.475,0.475,0.475,0.475,
laughingstock,-1.0,-1.0,-1.0,-1.0,
laughingstocks,-0.325,-0.325,-0.325,-0.325,
laughs,1.0,1.0,1.0,1.0,1.0
laughter,-1.0,-1.0,-0.4833333333333333,0.55,
laughters,1.0,1.0,1.0,1.0,1.0
launched,1.0,1.0,1.0,1.0,1.0
lavish,1.0,1.0,1.0,1.0,1.0
lavishly,1.0,1.0,1.0,1.0,
law-abiding,1.0,1.0,1.0,1.0,
lawbreaker,-1.0,-1.0,-1.0,-1.0,
lawbreaking,-1.0,-1.0,-1.0,-1.0,
lawful,-1.0,-1.0,-1.0,-1.0,-1.0
lawfully,-1.0,-1.0,-1.0,-1.0,-1.0
lawl,0.35,0.35,0.35,0.35,
lawless,-1.0,-1.0,-1.0,-1.0,-1.0
lawlessness,-1.0,-1.0,-1.0,-1.0,
lawsuit,-1.0,-1.0,-1.0,-1.0,-1.0
lawsuits,-1.0,-1.0,-1.0,-1.0,-1.0
lax,-1.0,-1.0,-1.0,-1.0,-1.0
layoff,-1.0,-1.0,-1.0,-1.0,
layoff-happy,-1.0,-1.0,-1.0,-1.0,
lazier,-1.0,-1.0,-1.0,-1.0,-1.0
laziest,-1.0,-1.0,-1.0,-1.0,-1.0
lazy,-1.0,-1.0,-1.0,-1.0,-1.0
lead,1.0,1.0,1.0,1.0,
leading,1.0,1.0,1.0,1.0,
leads,1.0,1.0,1.0,1.0,
leak,-1.0,-1.0,-1.0,-1.0,-1.0
leakage,-1.0,-1.0,-1.0,-1.0,-1.0
leakages,-1.0,-1.0,-1.0,-1.0,
leaked,-1.0,-1.0,-1.0,-1.0,-1.0
leaking,-1.0,-1.0,-1.0,-1.0,-1.0
leaks,-1.0,-1.0,-1.0,-1.0,-1.0
leaky,-1.0,-1.0,-1.0,-1.0,-1.0
lean,1.0,1.0,1.0,1.0,
learn,1.0,1.0,1.0,1.0,1.0
learned,1.0,1.0,1.0,1.0,1.0
learning,1.0,1.0,1.0,1.0,1.0
least,-1.0,-1.0,-1.0,-1.0,
leave,-1.0,-1.0,-1.0,-1.0,-1.0
lech,-1.0,-1.0,-1.0,-1.0,
lecher,-1.0,-1.0,-1.0,-1.0,
lecherous,-1.0,-1.0,-1.0,-1.0,-1.0
lechery,-1.0,-1.0,-1.0,-1.0,
lecture,-1.0,-1.0,-1.0,-1.0,-1.0
led,1.0,1.0,1.0,1.0,
leech,-1.0,-1.0,-1.0,-1.0,-1.0
leer,-1.0,-1.0,-1.0,-1.0,-1.0
leery,-1.0,-1.0,-1.0,-1.0,-1.0
leet,0.325,0.325,0.325,0.325,
left-leaning,-1.0,-1.0,-1.0,-1.0,
legacies,0.0,0.0,0.0,0.0,
legacy,0.0,0.0,0.0,0.0,
legal,-1.0,-1.0,-1.0,-1.0,-1.0
legalistic,-1.0,-1.0,-1.0,-1.0,-1.0
legally,-1.0,-1.0,-1.0,-1.0,-1.0
legendary,1.0,1.0,1.0,1.0,1.0
legitimacy,1.0,1.0,1.0,1.0,
legitimate,1.0,1.0,1.0,1.0,
legitimately,1.0,1.0,1.0,1.0,
lemon,-1.0,-1.0,-1.0,-1.0,
lengthy,-1.0,-1.0,-1.0,-1.0,-1.0
lenient,-1.0,-1.0,-1.0,-1.0,-1.0
leniently,1.0,1.0,1.0,1.0,
less,-1.0,-1.0,-1.0,-1.0,
less-developed,-1.0,-1.0,-1.0,-1.0,
less-expensive,1.0,1.0,1.0,1.0,
lessen,-1.0,-1.0,-1.0,-1.0,
lesser,-1.0,-1.0,-1.0,-1.0,-1.0
lesser-known,1.0,1.0,1.0,1.0,1.0
letch,-1.0,-1.0,-1.0,-1.0,
lethal,-1.0,-1.0,-1.0,-1.0,-1.0
lethargic,-1.0,-1.0,-1.0,-1.0,-1.0
lethargy,-1.0,-1.0,-1.0,-1.0,-1.0
leverage,1.0,1.0,1.0,1.0,
levity,1.0,1.0,1.0,1.0,1.0
lewd,-1.0,-1.0,-1.0,-1.0,-1.0
lewdly,-1.0,-1.0,-1.0,-1.0,
lewdness,-1.0,-1.0,-1.0,-1.0,-1.0
liabilities,-1.0,-1.0,-1.0,-1.0,-1.0
liability,-1.0,-1.0,-1.0,-1.0,-1.0
liable,-1.0,-1.0,-1.0,-1.0,-1.0
liar,-1.0,-1.0,-1.0,-1.0,-1.0
liards,-0.1,-0.1,-0.1,-0.1,
liars,-1.0,-1.0,-1.0,-1.0,-1.0
libelous,-1.0,-1.0,-1.0,-1.0,-1.0
liberal,-1.0,-1.0,-1.0,-1.0,-1.0
liberalism,1.0,1.0,1.0,1.0,
liberally,1.0,1.0,1.0,1.0,
liberate,1.0,1.0,1.0,1.0,
liberation,1.0,1.0,1.0,1.0,
libertarian,-1.0,-1.0,-1.0,-1.0,-1.0
libertarianism,0.1,0.1,0.1,0.1,
libertarianisms,0.025,0.025,0.025,0.025,
libertarians,0.025,0.025,0.025,0.025,
liberties,-1.0,-1.0,-1.0,-1.0,-1.0
libertinage,0.05,0.05,0.05,0.05,
libertine,-0.225,-0.225,-0.225,-0.225,
libertines,0.1,0.1,0.1,0.1,
libertinisms,0.3,0.3,0.3,0.3,
liberty,1.0,1.0,1.0,0.6,
licentious,-1.0,-1.0,-1.0,-1.0,
licentiously,-1.0,-1.0,-1.0,-1.0,
licentiousness,-1.0,-1.0,-1.0,-1.0,
lie,-1.0,-1.0,-1.0,-1.0,-1.0
lied,-1.0,-1.0,-1.0,-1.0,-1.0
lier,-1.0,-1.0,-1.0,-1.0,-1.0
lies,-1.0,-1.0,-1.0,-1.0,-1.0
life-threatening,-1.0,-1.0,-1.0,-1.0,-1.0
lifeblood,1.0,1.0,1.0,1.0,1.0
lifeless,-1.0,-1.0,-1.0,-1.0,-1.0
lifelong,1.0,1.0,1.0,1.0,1.0
lifesaver,1.0,1.0,1.0,1.0,1.0
light,1.0,1.0,1.0,1.0,
light-hearted,1.0,1.0,1.0,1.0,1.0
lighten,1.0,1.0,1.0,1.0,
lighter,1.0,1.0,1.0,1.0,
lighthearted,1.0,1.0,1.0,1.0,1.0
likable,1.0,1.0,1.0,1.0,1.0
like,1.0,1.0,1.0,0.375,
likeable,1.0,1.0,1.0,1.0,1.0
liked,1.0,1.0,1.0,1.0,1.0
likelihood,-1.0,-1.0,-1.0,-1.0,-1.0
likely,-1.0,-1.0,-1.0,-1.0,-1.0
likes,1.0,1.0,1.0,1.0,1.0
likewise,0.0,0.0,0.0,0.0,
liking,1.0,1.0,1.0,1.0,1.0
limit,-1.0,-1.0,-1.0,-1.0,
limitation,-1.0,-1.0,-1.0,-1.0,-1.0
limitations,-1.0,-1.0,-1.0,-1.0,
limited,-1.0,-1.0,-1.0,-0.225,
limitless,1.0,1.0,1.0,1.0,1.0
limits,-1.0,-1.0,-1.0,-1.0,
limp,-1.0,-1.0,-1.0,-1.0,-1.0
lionhearted,1.0,1.0,1.0,1.0,
listless,-1.0,-1.0,-1.0,-1.0,-1.0
literate,-1.0,-1.0,-1.0,-1.0,-1.0
litigation,-1.0,-1.0,-1.0,-1.0,-1.0
litigious,-1.0,-1.0,-1.0,-1.0,-1.0
little,-1.0,-1.0,-1.0,-1.0,
little-known,1.0,1.0,1.0,1.0,1.0
live,1.0,1.0,1.0,1.0,
livelier,1.0,1.0,1.0,1.0,1.0
liveliest,0.525,0.525,0.525,0.525,
livelihood,0.2,0.2,0.2,0.2,
livelihoods,-1.0,-1.0,-1.0,-1.0,-1.0
livelily,0.45,0.45,0.45,0.45,
liveliness,1.0,1.0,1.0,1.0,1.0
livelong,0.425,0.425,0.425,0.425,
lively,1.0,1.0,1.0,1.0,1.0
livid,-1.0,-1.0,-1.0,-1.0,-1.0
lividly,-1.0,-1.0,-1.0,-1.0,-1.0
lmao,-1.0,-1.0,-1.0,-1.0,-1.0
lmbao,0.45,0.45,0.45,0.45,
